"find_id","hit_id","assignment_id","worker_id","original","updated","time","pitch","heading","trial","gen","zoom","find_time","invalid_count","valid_count"
23,"3X4Q1O9UBGLB8RVAH4BEXRS42YDO78","3B837J3LDOV3BM5BN1VUBXOPB1BRSV","AYKQ1UN34V8KL","Find the yellow sign.","It is an indicator line in the road","2017-12-02 17:24:45+00",-16.413952232801762,64.5119886187769,2,0,2.210644500749774,153.409,4,1
3,"334ZEL5JX5EXRPF2579PSIO0PCQSOZ","3F6KKYWMNB0CUZU1X4JO7EXF91CND9","A3UBVDU2LNHYE0","Find a brown tarp.","Find the brown tarp covering something box shaped.","2017-12-02 17:13:53+00",-11.429998311849886,81.11809696567018,0,0,1,14.944,0,6
4,"334ZEL5JX5EXRPF2579PSIO0PCQSOZ","39ASUFLU6X6MYZM5V5HHBY6YBRNXEW","A33IL6RDW1G3A0","Find a brown tarp.","find a brown tarp covering a stall ","2017-12-02 17:14:29+00",-10.324601177749287,79.83336978631372,0,0,0.9999999999999997,18.414,0,6
5,"334ZEL5JX5EXRPF2579PSIO0PCQSOZ","39LOEL67OS4T9050YDOTC8L8TTO838","AHEVIE2NY1W1Z","Find a brown tarp.","Find a brown tarp with rope","2017-12-02 17:14:37+00",-10.803933192949756,79.98358442914473,0,0,1,38.433,0,6
25,"3X4Q1O9UBGLB8RVAH4BEXRS42YDO78","326O153BMIX80THO45G5HR36V9CEDC","A2RR852T518JJ","Find the yellow sign.","Find the yellow sign on the right side of the road, approximately halfway back in the space of the image.","2017-12-02 17:26:14+00",-1.768612893992895,63.47372840242415,2,0,1,9.878,0,5
26,"3X4Q1O9UBGLB8RVAH4BEXRS42YDO78","3TE22NPXPBBD8V12MO3Z51X957P44J","A3MW7RAL0VZ27M","Find the yellow sign.","Vast view with visible mountains in the distance.","2017-12-02 17:26:20+00",-1.2216463813601024,62.710000370902875,2,0,1.0000000000000002,9.402,0,5
27,"3X4Q1O9UBGLB8RVAH4BEXRS42YDO78","35BLDD71I6WS5586RDUC8NAVJMOZV1","A1D9FOXZ0UT0L2","Find the yellow sign.","giving direction for the route","2017-12-02 17:27:22+00",0.26099430058025064,273.60954143018,2,0,1,53.597,5,0
29,"3X4Q1O9UBGLB8RVAH4BEXRS42YDO78","3TE22NPXPBBD8V12MO3Z51X957P44J","A3MW7RAL0VZ27M","Find the yellow sign.","Vast visible distance with mountainous view. ","2017-12-02 17:28:02+00",-1.0359945284269685,62.530990601759726,2,0,1.0000000000000002,21.988,0,5
34,"3X4Q1O9UBGLB8RVAH4BEXRS42YDO78","35L9RVQFCOH615JCG1E0CU479PYUHH","ALZCV7Y928GTF","Find the yellow sign.","caution animals are passed from here so drive slowly ","2017-12-02 17:30:57+00",-0.9369441801739953,62.15858094074767,2,0,2.612915278936328,215.585,0,5
28,"3ECKRY5B1PVKWFQD24QS4EPH0IRIZZ","3DIP6YHAPCRWJYLXNX5PVZP5KIFE86","A10VMEX3R3EML1","Find the trash can right next to a tree.","The trash can and tree are down the street from the starting location. They are both on the street side of the sidewalk.  The trash can is approximately 2-3 feet from the tree.","2017-12-02 17:27:35+00",-3.9601565879578544,13.027886135336995,1,0,0,75.081,3,2
31,"3ECKRY5B1PVKWFQD24QS4EPH0IRIZZ","324G5B4FB37TSU1K5LE4WAR6FXZ70Q","AYKQ1UN34V8KL","Find the trash can right next to a tree.","kindly use to throw your waste","2017-12-02 17:28:18+00",-12.529969314091176,228.15461651198126,1,0,2.972114251177463,84.51,1,4
32,"3ECKRY5B1PVKWFQD24QS4EPH0IRIZZ","3PZDLQMM0TK60LZUBPQTVKCZD6AC28","A8PKPWOOTOF81","Find the trash can right next to a tree.","trash is by street on top of grey cement","2017-12-02 17:28:52+00",-24.407942181402078,116.39973656536696,1,0,0,87.475,4,1
33,"3ECKRY5B1PVKWFQD24QS4EPH0IRIZZ","3DIP6YHAPCRWJYLXNX5PVZP5KIFE86","A10VMEX3R3EML1","Find the trash can right next to a tree.","The trash can and tree are down the street from the starting location.  They are on the street side of the sidewalk.  The trash can is approximately 2-3 feet from the tree. ","2017-12-02 17:30:16+00",-3.6640925407534723,10.33864705745987,1,0,0.39765542105060747,32.868,2,3
37,"dummy_hitId","dummy_assignment_id","dummy_workerId","Find the trash can right next to a tree.","asdasdasdasdasdasdasdasdasdasdasdasd","2017-12-02 18:58:35+00",0,25,1,0,0.9999999999999997,7.138,3,2
30,"334ZEL5JX5EXRPF2579PSIO0PCQSOZ","3DPNQGW4LLERNI5G5CWE2ZHN1YV646","ATTNJ2IHS8MH8","Find a brown tarp.","Good to work and no improvements are required.","2017-12-02 17:28:13+00",-11.448708890569833,75.78152916091003,0,0,0.03899413161586396,28.261,1,5
45,"341YLJU21HYUQ4N1DXHEH3FAF922IL","39GXDJN2OTDDL97JINUZV3DRKE38VT","A30V1UH00MWJU5","Find the yellow sign with the animal on it. ","improve the clarity of the map","2017-12-03 01:20:24+00",-1.0335727482224542,64.05134530061513,2,1,2.612915278936328,27.882,0,6
39,"3VJ4PFXFJ26O4YD5KTZ76OMJLSHAU8","38YMOXR4MUY3WKO0FI2XXR0ELSEW64","A3FABAN692WI1N","Find the trash can right next to a tree.","Trash can and tree are on the right side of the road, with the tree to the right of the trash can.","2017-12-03 01:17:56+00",-13.865168516965568,57.32501906103095,1,1,1,35.583,6,0
56,"37VE3DA4YTGOIMCDQ8S4IKHZ920BH3","3ZPBJO59KP0KK38QU6OB2U0JNQPDHE","A1BZRNFIBSIQJK","Find the yellow sign with the animal on it. ","Find the yellow triangular sign with an animal on it.","2017-12-03 01:33:03+00",-4.720033757895891,98.61524842503336,2,1,1.3814603516067092,72.89,5,1
48,"341YLJU21HYUQ4N1DXHEH3FAF922IL","3JW0YLFXRTF1QZ3660F1VLZR9U7WW5","A24BWI7WF378CL","Find the yellow sign with the animal on it. ","Find the Yellow Sign with an animal on it next to the road. ","2017-12-03 01:22:23+00",-1.0140642438780532,63.958365506896925,2,1,2.8816517770967103,31.934,0,6
54,"37VE3DA4YTGOIMCDQ8S4IKHZ920BH3","3ZSY5X72NXAODUDIGKELRSEOEDUROM","A17FDM5CXENC1O","Find the yellow sign with the animal on it. ","Find the yellow sign with the animal depiction on the right side of the road.","2017-12-03 01:30:51+00",-1.0436903897686136,64.14715999888264,2,1,1.8252217365366374,12.33,0,6
47,"3W0KKJIARQ8WIEFETHBR4A7QTDJK8H","3WZ36BJEV3FHAF11G4EULNF7VZ8BTF","A3RJOM9IU6QKTD","Find a brown tarp.","Find the food cart covered by a brown tarp.  It will be in front of the window with a yellow M&M in a Santa hat, next to a food cart with yellow and blue/red striped umbrellas.","2017-12-03 01:21:43+00",-9.14583467209222,84.78183060725777,0,1,1.0000000000000002,29.951,2,7
52,"3OREP8RUT1AAIQH262AMXK5YU2NBG4","3KV0LJBBH2K0DRS634Z8ZOPJJDFMR2","A24BWI7WF378CL","Find a brown tarp.","Find a brown tarp next to hot-dog vendor.","2017-12-03 01:27:30+00",-10.391877127141072,80.00766564299175,0,1,0.6639766854823217,21.437,2,7
55,"3OREP8RUT1AAIQH262AMXK5YU2NBG4","30LSNF239UUXDOLU3ZMF6NAUQCFI23","AEGKZQKMJTBAJ","Find a brown tarp.","Find a brown tarp that is wrapped around a large object on the sidewalk next to a hot dog cart.","2017-12-03 01:31:55+00",-10.040905043372433,79.75790795656764,0,1,1,63.277,2,7
53,"3OREP8RUT1AAIQH262AMXK5YU2NBG4","3MHW492WW0CS6Y9NCO4I0LEM4JSMVV","AHEN0PZKOKE3S","Find a brown tarp.","A small market cart on the sidewalk is covered with a brown tarp, with rope around it holding it in place. There are several other street vendors near it.","2017-12-03 01:29:20+00",-9.118580806514416,80.34028498987729,0,1,1,109.054,2,7
51,"3W0KKJIARQ8WIEFETHBR4A7QTDJK8H","3VE8AYVF8MWOPCLTI8PVDHA5WKF8F5","A17FDM5CXENC1O","Find a brown tarp.","Brown tarp next to the food vendor on the side of the street.","2017-12-03 01:24:26+00",-10.384493731040848,81.0169266836188,0,1,1.3343498381590164,30.658,2,7
41,"341YLJU21HYUQ4N1DXHEH3FAF922IL","3Z7VU45IPYGCJTS8KZAN1Z3FUJ2Z1Z","A2KWML3OM50ZQH","Find the yellow sign with the animal on it. ","Sign pole has white wrapped around it","2017-12-03 01:18:23+00",-0.17947659436815755,60.80951209517016,2,1,3.080575917902354,56.706,0,6
46,"341YLJU21HYUQ4N1DXHEH3FAF922IL","35DR22AR5DJJO1686L0LS721K3J3XZ","A3SCM7PCCL3HYR","Find the yellow sign with the animal on it. ","YELLOW ROAD SIGN WITH A ANIMAL IMAGE ON IT","2017-12-03 01:21:36+00",-2.5695731141838962,74.47221413258981,2,1,1,195.593,0,6
42,"3W0KKJIARQ8WIEFETHBR4A7QTDJK8H","3LEIZ60CDJYU8YV3OCPGG5LYSVQZ98","A2ZNN99UEJA2EU","Find a brown tarp.","Brown tarp on side of road","2017-12-03 01:18:50+00",-10.221038067896828,81.56590937576888,0,1,1,16.176,2,7
44,"3W0KKJIARQ8WIEFETHBR4A7QTDJK8H","3GDTJDAPVUAUVMDA4VT887UETLR8MC","A24BWI7WF378CL","Find a brown tarp.","Brown tarp next to hotdog vendor.","2017-12-03 01:20:03+00",-10.549155896854145,81.15368059793546,0,1,2.210438727905696,59.61,0,9
40,"3VJ4PFXFJ26O4YD5KTZ76OMJLSHAU8","3SKRO2GZ71QHUYTMKY7DEKF2QAQ1KG","A2JWWWE1KTDEFC","Find the trash can right next to a tree.","Black  trash can next to tree in background","2017-12-03 01:18:18+00",-2.2875662669528225,14.365305504549385,1,1,2.612915278936328,15.041,0,6
43,"3VJ4PFXFJ26O4YD5KTZ76OMJLSHAU8","3VELCLL3GKI6EC18JNGGY7NXIE91FE","A30V1UH00MWJU5","Find the trash can right next to a tree.","the location of the object","2017-12-03 01:19:03+00",-5.827005711556382,178.17665109445736,1,1,2.612915278936328,53.846,6,0
49,"3VJ4PFXFJ26O4YD5KTZ76OMJLSHAU8","3TE22NPXPBBD8V12MO3Z51X958A446","A2ZNN99UEJA2EU","Find the trash can right next to a tree.","Trash can next to a tree and not near a light post.","2017-12-03 01:22:31+00",-3.4611923430132947,15.39549058884601,1,1,2.1055250202935154,188.785,0,6
50,"3VJ4PFXFJ26O4YD5KTZ76OMJLSHAU8","3BEFOD78W6STCLQ8SS3VRVE9RZV4M1","A2ZU1P6UYE1UBU","Find the trash can right next to a tree.","find the trash can next to the tree on the right side of the street","2017-12-03 01:23:16+00",-3.3774599219901518,13.761241752015648,1,1,1,84.614,1,5
57,"3W0KKJIARQ8WIEFETHBR4A7QTDJK8H","3L6L49WXW0WV4E520TM9AT3N54654D","A1A68L0VBQNTNW","Find a brown tarp.","A brown tarp wrapped covering an object.","2017-12-03 01:45:26+00",-6.746105650879159,111.62234789656355,0,1,3.950935569386065,80.134,0,0
61,"3IHWR4LC7CC5CJPQTEQFRUSD19WI86","379J5II41OFRY55GHMET04BB4J4ELK","A1V9MN88VQ1LEB","find the trash can next to the tree on the right side of the street","trash can that right of the tree","2017-12-03 03:11:11+00",-3.395309936099096,15.643441713428892,1,2,2.0933159625982984,26.709,2,4
63,"3CVDZS288GZ0NHP4M7UDTFGG5MTFM0","3A4TN5196KHAFB2CUAT0IOI12QIHCN","A1V9MN88VQ1LEB","Find the yellow sign with the animal depiction on the right side of the road.","animal crossing sign ","2017-12-03 03:12:11+00",-1.1079683421889683,63.89665600869627,2,2,2.0933159625982984,18.913,0,7
70,"3BC9H1KCYTB2SK0DVZSORYPN9ZXWY5","37Q970SNZE7FIH6UP7GF566C74A1S4","A1YWZPRMSW8OBP","Find the yellow sign with the animal depiction on the right side of the road.","The second sentence should be, ""You may need to zoom in on the sign to ensure you've found the right object.""","2017-12-03 03:57:52+00",-0.834337669451827,64.05301804004111,2,2,2.612915278936328,44.549,0,7
72,"3BC9H1KCYTB2SK0DVZSORYPN9ZXWY5","31Z0PCVWUKEU83YB3N2EGLTBC9O7TW","A1A3TGZ7DKJWRW","Find the yellow sign with the animal depiction on the right side of the road.","Find the yellow sign with the animal depiction on the right side of the road off into the distance.","2017-12-03 03:59:47+00",-1.189599471861925,63.55050679824718,2,2,1,22.44,2,5
73,"3BC9H1KCYTB2SK0DVZSORYPN9ZXWY5","3I33IC7ZWF1I762WRBU2PPMBD4H2AQ","A1EG9WRMZL8IWK","Find the yellow sign with the animal depiction on the right side of the road.","Click here when complete","2017-12-03 04:00:51+00",-1.236535562369525,62.32259745389414,2,2,0.9999999999999997,25.354,2,5
71,"3DTJ4WT8BCE8GAOR6L01JZRP8PWZEJ","3WMINLGALB2V5OUYO4J812VXPVUAC7","A1B56XW9M4SPA9","Brown tarp next to hotdog vendor.","the brown tarp is to the right of the hotdog stand if you are facing the hotdog stand","2017-12-03 03:59:11+00",-11.782051108238718,50.78236136777958,0,2,1,36.342,6,0
65,"3IHWR4LC7CC5CJPQTEQFRUSD19WI86","3E4GGUZ1T8QOJJBI327RJ3P7IG9K2L","ACAJFF4MF5S5X","find the trash can next to the tree on the right side of the street","Find the trashcan between a driveway and a tree on the right side of the street.","2017-12-03 03:13:41+00",-3.246369733186242,12.863914214886973,1,2,1,49.428,4,2
74,"3DTJ4WT8BCE8GAOR6L01JZRP8PWZEJ","3IUZPWIU1O6AVZ9PHMWY7A5WMN6KW5","A1EG9WRMZL8IWK","Brown tarp next to hotdog vendor.","Click here when finished","2017-12-03 04:01:50+00",-10.82857762039825,81.165753009168,0,2,0.9999999999999997,33.946,0,6
75,"3DTJ4WT8BCE8GAOR6L01JZRP8PWZEJ","3EF8EXOTT1UMJEN42D71D5FPBLXJ16","A3CDJ8PZX578GQ","Brown tarp next to hotdog vendor.","Brown tarp covering large object next to hotdog vendor","2017-12-03 04:05:01+00",-10.554178143815548,80.27820522191811,0,2,1.0000000000000002,21.056,0,6
62,"3CVDZS288GZ0NHP4M7UDTFGG5MTFM0","3ON104KXQKVPHXKMWU9I0TG0P1E4WX","ACAJFF4MF5S5X","Find the yellow sign with the animal depiction on the right side of the road.","Find the yellow sign warning of animals crossing.","2017-12-03 03:12:09+00",-0.7610096672205202,62.181298906590186,2,2,1,28.697,2,5
59,"3IHWR4LC7CC5CJPQTEQFRUSD19WI86","3JAOYWH7VI3A39EZ9BY78QA0DMO9L5","AGUF6B4Q9991D","find the trash can next to the tree on the right side of the street","A trashcan next to a tree in the distance. With two cars in the driveway just beyond it.","2017-12-03 03:10:49+00",-3.3652737229595004,14.259313842401461,1,2,1,21.518,5,1
64,"3CVDZS288GZ0NHP4M7UDTFGG5MTFM0","3SPJ0334212J9KY7E2EARSQZI64JY2","AGUF6B4Q9991D","Find the yellow sign with the animal depiction on the right side of the road.","The yellow sign with an animal on it on the right of a long straight road with rising hills off in the distance. No buildings can be seen.","2017-12-03 03:12:20+00",-0.9853744628367025,62.615470781120585,2,2,1,14.888,2,5
67,"3BC9H1KCYTB2SK0DVZSORYPN9ZXWY5","39O5D9O87TRVL3VDFP4YEUHRJL2C3D","AZ92TU81P41C8","Find the yellow sign with the animal depiction on the right side of the road.","Look directly behind you and across the road to the right for a yellow sign with the animal depiction.","2017-12-03 03:53:34+00",-0.7958186423232831,63.91559045629991,2,2,2.0933159625982984,21.106,0,7
60,"3IHWR4LC7CC5CJPQTEQFRUSD19WI86","3GU1KF0O4I0JIN8UZN5AGDEA6WSBPF","A2AW44Q298B7M8","find the trash can next to the tree on the right side of the street","find the trash can at the end of the driveway under the tree on the right side of the street where the curve begins","2017-12-03 03:11:04+00",-3.2266821444083007,13.515025184571186,1,2,1,34.709,4,2
66,"3IHWR4LC7CC5CJPQTEQFRUSD19WI86","37KGEN7NJ3PLMH94ISNBBXJZN07PPE","A26XN1TM6CV01T","find the trash can next to the tree on the right side of the street","find the trash can next to the tree on the right side of the street by the pickup truck","2017-12-03 03:16:58+00",-11.92383273550233,227.42067249429516,1,2,1.948590384493471,22.463,1,5
58,"33Q5P9PUSOLTJC4DAUU6TBRMNDJCZ3","3PZDLQMM0TK60LZUBPQTVKCZD702CQ","A307Q6GNALHCF3","Brown tarp next to hotdog vendor.","Tarp covering vendor with ropes","2017-12-03 03:10:00+00",-10.481495075441984,81.04288177700944,0,2,2.0566170650702706,31.228,0,6
68,"3DTJ4WT8BCE8GAOR6L01JZRP8PWZEJ","38F5OAUN5NB43U7G3TLP22QN1FTH7W","A336K8L9GIRWA5","Brown tarp next to hotdog vendor.","Brown tarp covering something that is next to the hotdog vendor ","2017-12-03 03:55:46+00",-10.994226276467714,80.28903478625308,0,2,1,33.097,0,6
69,"3DTJ4WT8BCE8GAOR6L01JZRP8PWZEJ","3VHP9MDGRNJQ1FB6ZK50F36OMB7CFM","A119R9WIZRH3D5","Brown tarp next to hotdog vendor.","Brown tarp covering something next to man sitting on crate in front of food cart.","2017-12-03 03:56:07+00",-10.444538670255014,79.45019768198874,0,2,2.5671721063240254,29.835,0,6
